AREA|CODE
Columbia, PA|482
Columbia, WA|2556
Columbia, WI|544
Columbiana County, OH|3643
Columbiana, OH|347
Columbus County, NC|3957
Columbus, NC|540
Colusa County, CA|5103
Colusa, CA|898
Comal County, TX|3640
Comal, TX|1351
Comanche County, KS|5654
Comanche County, OK|3587
Comanche County, TX|5466
Comanche, KS|3053
Comanche, OK|318
Comanche, TX|2300
Concho County, TX|6066
Concho, TX|2968
Concordia Parish, LA|5436
Concordia, LA|2495
Conecuh County, AL|5868
Conecuh, AL|1030
Conejos County, CO|5338
Conejos, CO|2400
Contra Costa County, CA|3146
Contra Costa, CA|27
Converse County, WY|4757
Converse, WY|2108
Conway County, AR|5107
Conway, AR|899
Cook County, GA|5163
Cook County, IL|3111
Cook County, MN|4725
Cook, GA|1900
Cook, IL|1156
Cook, MN|1977
Cooke County, TX|4233
Cooke, TX|1629
Cooper County, MO|5159
Cooper, MO|3092
Coos County, NH|4342
Coos County, OR|3912
Coos, NH|1697
Coos, OR|508
Coosa County, AL|5917
Coosa, AL|2530
Copiah County, MS|5029
Copiah, MS|2187
Corson County, SD|6222
Cortland County, NY|4734
Cortland, NY|600
Coryell County, TX|3812
Coryell, TX|1422
Coshocton County, OH|4792
Coshocton, OH|727
Costilla County, CO|5387
Costilla, CO|2450
Cottle County, TX|6228
Cotton County, OK|5759
Cotton, OK|1124
Cottonwood County, MN|5262
Cottonwood, MN|2335
Covington City, VA|2618
Covington County, AL|4788
Covington County, MS|5129
Covington, AL|715
Covington, MS|2246
Coweta County, GA|3580
Coweta, GA|1325
Cowley County, KS|4275
Cowley, KS|1651
Cowlitz County, WA|3666
Cowlitz, WA|362
Craig County, OK|4917
Craig County, VA|6036
Craig, OK|1930
Craig, VA|1135
Craighead County, AR|3696
Craighead, AR|385
Crane County, TX|5726
Crane, TX|2958
Craven County, NC|3662
Craven, NC|359
Crawford County, AR|3921
Crawford County, GA|4941
Crawford County, IA|5165
Crawford County, IL|5440
Crawford County, IN|5283
Crawford County, KS|4223
Crawford County, MI|4680
Crawford County, MO|4498
Crawford County, OH|4148
Crawford County, PA|3735
Crawford County, WI|4639
Crawford, AR|515
Crawford, GA|2325
Crawford, IA|965
Crawford, IL|2498
Crawford, IN|1065
Crawford, KS|1623
Crawford, MI|1940
Crawford, MO|1807
Crawford, OH|651
Crawford, PA|409
Crawford, WI|1910
Creek County, OK|3848
Creek, OK|473
Crenshaw County, AL|5853
Crenshaw, AL|1019
Crisp County, GA|5072
Crisp, GA|2056
Crittenden County, AR|4039
Crittenden County, KY|5942
Crittenden, AR|588
Crittenden, KY|2596
Crockett County, TN|5213
Crockett County, TX|6223
Crockett, TN|2295
Crook County, OR|4562
Crook County, WY|4976
Crook, OR|904
Crook, WY|2420
Crosby County, TX|5600
Crosby, TX|2918
Cross County, AR|4728
Cross, AR|948
Crow Wing County, MN|3915
Crow Wing, MN|1474
Crowley County, CO|5605
Crowley, CO|2782
Culberson County, TX|6122
Cullman County, AL|3776
Cullman, AL|1405
Culpeper County, VA|4096
Culpeper, VA|622
Cumberland County, IL|5923
Cumberland County, KY|5855
Cumberland County, ME|3333
Cumberland County, NC|3305
Cumberland County, NJ|3498
Cumberland County, PA|3375
Cumberland County, TN|3973
Cumberland County, VA|5397
Cumberland, IL|2646
Cumberland, KY|2425
Cumberland, ME|161
Cumberland, NC|142
Cumberland, NJ|267
Cumberland, PA|184
Cumberland, TN|1495
Cumberland, VA|2471
Cuming County, NE|5948
Cuming, NE|1085
Currituck County, NC|4517
Currituck, NC|867
Curry County, NM|4072
Curry County, OR|4536
Curry, NM|1540
Curry, OR|886
Custer County, CO|4727
Custer County, ID|5384
Custer County, MT|4947
Custer County, NE|5925
Custer County, OK|4835
Custer County, SD|5498
Custer, CO|1978
Custer, ID|2147
Custer, MT|2334
Custer, NE|2587
Custer, OK|2045
Custer, SD|2401
Cuyahoga County, OH|3138
Cuyahoga, OH|22
Dade County, GA|5174
Dade County, MO|5341
Dade, GA|1911
Dade, MO|2545
Daggett County, UT|5877
Daggett, UT|3074
Dakota County, MN|3274
Dakota County, NE|5112
Dakota, MN|121
Dakota, NE|902
Dale County, AL|4044
Dale, AL|591
Dallam County, TX|5588
Dallam, TX|2905
Dallas County, AL|4996
Dallas County, AR|5662
Dallas County, IA|3879
Dallas County, MO|4634
Dallas County, TX|3118
Dallas, AL|650
Dallas, AR|1097
Dallas, IA|491
Dallas, MO|1906
Dallas, TX|6
Dane County, WI|3243
Dane, WI|98
Daniels County, MT|5655
Daniels, MT|3055
Danville City, VA|660
Danville County, VA|5824
Dare County, NC|4321
Dare, NC|756
Darke County, OH|4008
Darke, OH|568
Darlington County, SC|3860
Darlington, SC|478
Dauphin County, PA|3348
Dauphin, PA|167
Davidson County, NC|3477
Davidson County, TN|3205
Davidson, NC|251
Davidson, TN|69
Davie County, NC|4193
Davie, NC|684
Daviess County, IN|4813
Daviess County, KY|3695
Daviess County, MO|5575
Daviess, IN|1717
Daviess, KY|1368
Daviess, MO|3096
Davis County, IA|5859
Davis County, UT|3314
Davis, IA|1091
Davis, UT|1216
Davison County, SD|5732
Davison, SD|3108
Dawes County, NE|5946
Dawes, NE|2598
Dawson County, GA|4539
Dawson County, MT|4969
Dawson County, NE|5864
Dawson County, TX|5469
Dawson, GA|1830
Dawson, MT|2376
Dawson, NE|859
Dawson, TX|2853
Day County, SD|6019
Day, SD|2927
De Baca County, NM|6144
De Baca, NM|3046
De Kalb County, AL|3840
De Kalb County, IN|4170
De Kalb, AL|1436
De Kalb, IL|2566
De Kalb, IN|1591
De Soto County, FL|4307
De Soto Parish, LA|5045
De Soto, FL|1674
De Soto, LA|2197
De Witt County, TX|5120
De Witt, TX|2241
DeKalb County, IL|3657
DeKalb County, MO|5695
DeKalb, IL|1357
DeKalb, MO|3093
DeSoto County, MS|3483
DeSoto, MS|256
Deaf Smith County, TX|5716
Deaf Smith, TX|2248
Dearborn County, IN|4047
Dearborn, IN|593
Decatur County, GA|5035
Decatur County, IA|5494
Decatur County, IN|4472
Decatur County, KS|5644
Decatur County, TN|4696
Decatur, GA|2040
Decatur, IA|1095
Decatur, IN|1789
Decatur, KS|3012
Decatur, TN|1955
Deer Lodge County, MT|5490
Deer Lodge, MT|2135
Defiance County, OH|4225
Defiance, OH|702
Dekalb County, GA|3194
Dekalb County, TN|4601
Dekalb, GA|1178
Dekalb, TN|1879
Del Norte County, CA|4406
Del Norte, CA|805
Delaware County, IA|5158
Delaware County, IN|3606
Delaware County, NY|4073
Delaware County, OH|3455
Delaware County, OK|4187
Delaware County, PA|3217
Delaware, IA|953
Delaware, IN|1333
Delaware, NY|609
Delaware, OH|237
Delaware, OK|679
Delaware, PA|79
Delta County, CO|4372
Delta County, MI|4259
Delta County, TX|5764
Delta, CO|787
Delta, MI|1642
Delta, TX|2689
Denali Borough, AK|6152
Dent County, MO|4911
Dent, MO|1996
Denton County, TX|3200
Denton, TX|65
Denver County, CO|3213
Denver, CO|76
Des Moines County, IA|4206
Des Moines, IA|690
Deschutes County, OR|3495
Deschutes, OR|266
Desha County, AR|5543
Desha, AR|2579
Deuel County, NE|6149
Deuel County, SD|6056
Deuel, NE|2819
Dewey County, OK|5863
Dewey County, SD|6220
Dewey, OK|2629
Dewitt County, IL|5177
Dewitt, IL|2506
Dickens County, TX|5771
Dickens, TX|3031
Dickenson County, VA|5866
Dickenson, VA|981
Dickey County, ND|5690
Dickey, ND|2711
Dickinson County, IA|4637
Dickinson County, KS|4590
Dickinson County, MI|4838
Dickinson, IA|970
Dickinson, KS|1868
Dickinson, MI|2048
Dickson County, TN|4055
Dickson, TN|597
Dillingham Borough, AK|6043
Dillon County, SC|5417
Dillon, SC|2479
Dimmit County, TX|5565
Dimmit, TX|2875
Dinwiddie County, VA|4423
Dinwiddie, VA|1757
District of Columbia, DC|75
Divide County, ND|6138
Divide, ND|3045
Dixie County, FL|4643
Dixie, FL|1914
Dixon County, NE|6012
Dixon, NE|1127
Doddridge County, WV|5785
Doddridge, WV|2652
Dodge County, GA|5098
Dodge County, MN|4754
Dodge County, NE|4269
Dodge County, WI|3736
Dodge, GA|2492
Dodge, MN|923
Dodge, NE|1646
Dodge, WI|410
Dolores County, CO|5520
Dolores, CO|2814
Dona Ana County, NM|3399
Dona Ana, NM|1251
Doniphan County, KS|5578
Doniphan, KS|2888
Donley County, TX|6081
Donley, TX|2979
Dooly County, GA|5882
Dooly, GA|2289
Door County, WI|4426
Door, WI|816
Dorado, PR|6218
Dorchester County, MD|4355
Dorchester County, SC|3552
Dorchester, MD|774
Dorchester, SC|296
Dougherty County, GA|3706
Dougherty, GA|1374
Douglas County, CO|3330
Douglas County, GA|3563
Douglas County, IL|4587
Douglas County, KS|3632
Douglas County, MN|4280
Douglas County, MO|4932
Douglas County, NE|3229
Douglas County, NV|4091
Douglas County, OR|3647
Douglas County, SD|6104
Douglas County, WA|4234
Douglas County, WI|4142
Douglas, CO|158
Douglas, GA|1316
Douglas, IL|1865
Douglas, KS|1344
Douglas, MN|738
Douglas, MO|2109
Douglas, NE|89
Douglas, NV|616
Douglas, OR|349
Douglas, SD|3009
Douglas, WA|706
Douglas, WI|647
Drew County, AR|5145
Drew, AR|939
Du Page, IL|1169
DuPage County, IL|3160
DuPage, IL|3107
Dubois County, IN|4180
Dubois, IN|1597
Dubuque County, IA|3710
Dubuque, IA|393
Duchesne County, UT|5141
Duchesne, UT|2255
Dukes County, MA|4641
Dukes, MA|971
Dundy County, NE|6207
Dundy, NE|2817
Dunklin County, MO|5021
Dunklin, MO|2182
Dunn County, ND|5792
Dunn County, WI|4147
Dunn, ND|2982
Dunn, WI|1578
Duplin County, NC|3952
Duplin, NC|539
Durham County, NC|3349
Durham, NC|1232
Dutchess County, NY|3320
Dutchess, NY|153
Duval County, FL|3167
Duval County, TX|5551
Duval, FL|1172
Duval, TX|2861
Dyer County, TN|5006
Dyer, TN|2173
Eagle County, CO|4026
Eagle, CO|577
Early County, GA|5924
Early, GA|2585
East Baton Rouge Parish, LA|3256
East Baton Rouge, LA|1196
East Carroll Parish, LA|5820
East Carroll, LA|2893
East Feliciana Parish, LA|5669
East Feliciana, LA|2697
Eastland County, TX|4602
Eastland, TX|1880
Eaton County, MI|3645
Eaton, MI|1354
Eau Claire County, WI|3689
Eau Claire, WI|379
Echols County, GA|6069
Echols, GA|2795
Ector County, TX|3548
Ector, TX|1311
Eddy County, ND|5791
Eddy County, NM|4001
Eddy, ND|3034
Eddy, NM|1509
Edgar County, IL|6200
Edgar, IL|2499
Edgecombe County, NC|3969
Edgecombe, NC|547
Edgefield County, SC|4441
Edgefield, SC|824
Edmonson County, KY|5259
Edmonson, KY|2118
Edmunds County, SD|6067
Edwards County, IL|5995
Edwards County, KS|5642
Edwards County, TX|6208
Edwards, IL|1117
Edwards, KS|3007
Edwards, TX|3047
Effingham County, GA|4023
Effingham County, IL|4316
Effingham, GA|1521
Effingham, IL|1680
El Dorado County, CA|3441
El Dorado, CA|229
El Paso County, CO|3208
El Paso County, TX|3178
El Paso, CO|72
El Paso, TX|1175
Elbert County, CO|4527
Elbert County, GA|5118
Elbert, CO|875
Elbert, GA|1863
Elk County, KS|5861
Elk County, PA|5395
Elk, KS|3015
Elk, PA|781
Elkhart County, IN|3416
Elkhart, IN|1256
Elko County, NV|4066
Elko, NV|606
Elliott County, KY|5973
Elliott, KY|2763
Ellis County, KS|4413
Ellis County, OK|6061
Ellis County, TX|3519
Ellis, KS|1747
Ellis, OK|1141
Ellis, TX|280
Ellsworth County, KS|5590
Ellsworth, KS|2428
Elmore County, AL|3781
Elmore County, ID|4440
Elmore, AL|436
Elmore, ID|1767
Emanuel County, GA|5084
Emanuel, GA|2222
Emery County, UT|5841
Emery, UT|2532
Emmet County, IA|5869
Emmet County, MI|4354
Emmet, IA|2648
Emmet, MI|1705
Emmons County, ND|5693
Emmons, ND|2714
Emporia City, VA|2780
Erath County, TX|4243
Erath, TX|1634
Erie County, NY|3159
Erie County, OH|3798
Erie County, PA|3335
Erie, NY|37
Erie, OH|447
Erie, PA|162
Escambia County, AL|4236
Escambia County, FL|3319
Escambia, AL|709
Escambia, FL|1217
Esmeralda County, NV|6185
Esmeralda, NV|1155
Essex County, MA|3186
Essex County, NJ|3182
Essex County, NY|4217
Essex County, VA|4952
Essex County, VT|4723
Essex, MA|56
Essex, NJ|53
Essex, NY|698
Essex, VA|1055
Essex, VT|1122
Estill County, KY|5210
Estill, KY|2576
Etowah County, AL|3659
Etowah, AL|358
Eureka County, NV|6146
Eureka, NV|2818
Evangeline Parish, LA|5414
Evangeline, LA|2178
Evans County, GA|5743
Evans, GA|2344
Fairbanks North Star Borough, AK|3693
Fairbanks North Star, AK|1367
Fairfax City, VA|884
Fairfax County, VA|3145
Fairfax, VA|26
Fairfield County, CT|3161
Fairfield County, OH|3529
Fairfield County, SC|4511
Fairfield, CT|38
Fairfield, OH|286
Fairfield, SC|862
Fajardo, PR|2153
Fall River County, SD|5505
Fall River, SD|3097
Fallon County, MT|5860
Fallon, MT|3014
Falls Church City, VA|1040
Falls Church County, VA|5818
Falls County, TX|5153
Falls, TX|2262
Fannin County, GA|4513
Fannin County, TX|4322
Fannin, GA|1816
Fannin, TX|1683
Faribault County, MN|5463
Faribault, MN|1004
Faulk County, SD|6225
Faulkner County, AR|3626
Faulkner, AR|343
Fauquier County, VA|3890
Fauquier, VA|497
Fayette County, AL|5881
Fayette County, GA|3654
Fayette County, IA|4862
Fayette County, IL|4541
Fayette County, IN|5064
Fayette County, KY|3322
Fayette County, OH|4396
Fayette County, PA|3551
Fayette County, TN|4235
Fayette County, TX|5427
Fayette County, WV|4781
Fayette, AL|2568
Fayette, GA|1356
Fayette, IA|909
Fayette, IL|1832
Fayette, IN|2205
Fayette, KY|154
Fayette, OH|798
Fayette, PA|295
Fayette, TN|707
Fayette, TX|2204
Fayette, WV|2012
Fentress County, TN|4613
Fentress, TN|1890
Fergus County, MT|4950
Fergus, MT|1998
Ferry County, WA|5347
Ferry, WA|2414
Fillmore County, MN|4566
Fillmore County, NE|5604
Fillmore, MN|1854
Fillmore, NE|2619
Finney County, KS|4793
Finney, KS|2019
Fisher County, TX|6072
Fisher, TX|2971
Flagler County, FL|3703
Flagler, FL|1372
Flathead County, MT|3724
Flathead, MT|1380
Fleming County, KY|5217
Fleming, KY|2103
Florence County, SC|3549
Florence County, WI|5515
Florence, SC|294
Florence, WI|2442
Floyd County, GA|3699
Floyd County, IA|5182
Floyd County, IN|3819
Floyd County, KY|4787
Floyd County, TX|5594
Floyd County, VA|4664
Floyd, GA|1371
Floyd, IA|2572
Floyd, IN|1425
Floyd, KY|2015
Floyd, TX|2911
Floyd, VA|994
Fluvanna County, VA|4474
Fluvanna, VA|838
Foard County, TX|6209
Foard, TX|3066
Fond du Lac County, WI|3669
Fond du Lac, WI|365
Ford County, IL|4679
Ford County, KS|4801
Ford, IL|1939
Ford, KS|2025
Forest County, PA|5346
Forest County, WI|5489
Forest, PA|2410
Forest, WI|1970
Forrest County, MS|3816
Forrest, MS|1424
Forsyth County, GA|3452
Forsyth County, NC|3290
Forsyth, GA|1272
Forsyth, NC|134
Fort Bend County, TX|3214
Fort Bend, TX|1186
Foster County, ND|5666
Foster, ND|2992
Fountain County, IN|5162
Fountain, IN|2265
Franklin City, VA|1094
Franklin County, AL|4812
Franklin County, AR|5150
Franklin County, FL|4698
Franklin County, GA|4544
Franklin County, IA|5284
Franklin County, ID|5547
Franklin County, IL|5410
Franklin County, IN|4848
Franklin County, KS|4463
Franklin County, KY|4061
Franklin County, MA|3838
Franklin County, ME|4375
Franklin County, MO|3673
Franklin County, MS|5576
Franklin County, NC|3931
Franklin County, NE|6093
Franklin County, NY|4029
Franklin County, OH|3142
Franklin County, PA|3518
Franklin County, TN|4195
Franklin County, TX|4706
Franklin County, VA|3972
Franklin County, VT|4078
Franklin County, WA|3788
Franklin Parish, LA|5668
Franklin, AL|783
Franklin, AR|2259
Franklin, FL|1957
Franklin, GA|1834
Franklin, IA|1066
Franklin, ID|2320
Franklin, IL|1617
Franklin, IN|874
Franklin, KS|1782
Franklin, KY|1535
Franklin, LA|2696
Franklin, MA|469
Franklin, ME|790
Franklin, MO|369
Franklin, MS|2886
Franklin, NC|524
Franklin, NE|2632
Franklin, NY|579
Franklin, OH|24
Franklin, PA|279
Franklin, TN|1604
Franklin, TX|1962
Franklin, VA|549
Franklin, VT|611
Franklin, WA|441
Frederick County, MD|3379
Frederick County, VA|3786
Frederick, MD|186
Frederick, VA|439
Fredericksburg City, VA|860
Fredericksburg County, VA|5809
Freeborn County, MN|4369
Freeborn, MN|1721
Freestone County, TX|4589
Freestone, TX|1867
Fremont County, CO|4095
Fremont County, IA|5349
Fremont County, ID|4689
Fremont County, WY|4209
Fremont, CO|620
Fremont, IA|1104
Fremont, ID|1947
Fremont, WY|1612
Fresno County, CA|3155
Fresno, CA|34
Frio County, TX|5533
Frio, TX|2667
Frontier County, NE|6111
Frontier, NE|2808
Fulton County, AR|5255
Fulton County, GA|3157
Fulton County, IL|4260
Fulton County, IN|4863
Fulton County, KY|5363
Fulton County, NY|3980
Fulton County, OH|4164
Fulton County, PA|5207
Fulton, AR|2330
Fulton, GA|1168
Fulton, IL|1643
Fulton, IN|1993
Fulton, KY|2549
Fulton, NY|552
Fulton, OH|663
Fulton, PA|2290
Furnas County, NE|5614
Furnas, NE|2626
Gadsden County, FL|4101
Gadsden, FL|1554
Gage County, NE|4854
Gage, NE|888
Gaines County, TX|4889
Gaines, TX|2082
Galax City, VA|2421
Gallatin County, IL|6024
Gallatin County, KY|5493
Gallatin County, MT|3728
Gallatin, IL|2658
Gallatin, KY|2602
Gallatin, MT|1382
Gallia County, OH|4817
Gallia, OH|788
Galveston County, TX|3327
Galveston, TX|1222
Garden County, NE|6140
Garden, NE|2815
Garfield County, CO|3971
Garfield County, MT|6173
Garfield County, NE|6142
Garfield County, OK|3933
Garfield County, UT|5381
Garfield County, WA|6131
Garfield, CO|548
Garfield, MT|3070
Garfield, NE|2816
Garfield, OK|526
Garfield, UT|2439
Garfield, WA|1152
Garland County, AR|3701
Garland, AR|387
Garrard County, KY|4632
Garrard, KY|1904
Garrett County, MD|4381
Garrett, MD|791
Garvin County, OK|4834
Garvin, OK|818
Garza County, TX|5593
Garza, TX|2910
Gasconade County, MO|4666
Gasconade, MO|1929
Gaston County, NC|3402
Gaston, NC|203
Gates County, NC|4944
Gates, NC|1042
Geary County, KS|4314
Geary, KS|1679
Geauga County, OH|3713
Geauga, OH|394
Gem County, ID|4636
Gem, ID|1908
Genesee County, MI|3261
Genesee County, NY|3939
Genesee, MI|1198
Genesee, NY|529
Geneva County, AL|4445
Geneva, AL|826
Gentry County, MO|5586
Gentry, MO|3105
George County, MS|4852
George, MS|2061
Georgetown County, SC|3937
Georgetown, SC|528
Gibson County, IN|4802
Gibson County, TN|4054
Gibson, IN|1687
Gibson, TN|1531
Gila County, AZ|4002
Gila, AZ|565
Gilchrist County, FL|4631
Gilchrist, FL|2087
Giles County, TN|4390
Giles County, VA|4892
Giles, TN|1734
Giles, VA|1899
Gillespie County, TX|4493
Gillespie, TX|1803
Gilliam County, OR|5772
Gilliam, OR|2820
Gilmer County, GA|4417
Gilmer County, WV|5960
Gilmer, GA|1751
Gilmer, WV|2601
Gilpin County, CO|5379
Gilpin, CO|1133
Glacier County, MT|5237
Glacier, MT|2856
Glades County, FL|4761
Glades, FL|2318
Gladwin County, MI|4473
Gladwin, MI|1790
Glascock County, GA|6101
Glascock, GA|2804
Glasscock County, TX|6172
Glasscock, TX|3069
Glenn County, CA|4830
Glenn, CA|814
Gloucester County, NJ|3328
Gloucester County, VA|4264
Gloucester, NJ|156
Gloucester, VA|728
Glynn County, GA|3780
Glynn, GA|1407
Gogebic County, MI|4902
Gogebic, MI|2275
Golden Valley County, MT|6183
Golden Valley County, ND|6156
Golden Valley, MT|3077
Golden Valley, ND|3059
Goliad County, TX|5355
Goliad, TX|2687
Gonzales County, TX|5441
Gonzales, TX|2841
Goochland County, VA|4548
Goochland, VA|896
Goodhue County, MN|4104
Goodhue, MN|626
Gooding County, ID|5193
Gooding, ID|1925
Gordon County, GA|3986
Gordon, GA|1502
Goshen County, WY|4760
Goshen, WY|2112
Gosper County, NE|6143
Gosper, NE|2634
Gove County, KS|5862
Gove, KS|3021
Grady County, GA|5055
Grady County, OK|4017
Grady, GA|2049
Grady, OK|572
Grafton County, NH|3732
Grafton, NH|1385
Graham County, AZ|4254
Graham County, KS|5648
Graham County, NC|4716
Graham, AZ|720
Graham, KS|3023
Graham, NC|1090
Grainger County, TN|4532
Grainger, TN|880
Grand County, CO|4671
Grand County, UT|5870
Grand Forks County, ND|3872
Grand Forks, ND|1455
Grand Isle County, VT|4722
Grand Isle, VT|1114
Grand Traverse County, MI|3742
Grand Traverse, MI|1388
Grand, CO|1002
Grand, UT|2373
Granite County, MT|5389
Granite, MT|3004
Grant County, AR|5154
Grant County, IN|3845
Grant County, KS|5345
Grant County, KY|4500
Grant County, MN|5374
Grant County, ND|6123
Grant County, NE|6215
Grant County, NM|4389
Grant County, OK|6051
Grant County, OR|5348
Grant County, SD|5984
Grant County, WA|3731
Grant County, WI|4034
Grant County, WV|4946
Grant Parish, LA|5667
Grant, AR|2263
Grant, IN|1440
Grant, KS|2408
Grant, KY|1808
Grant, LA|2490
Grant, MN|2551
Grant, ND|3033
Grant, NE|2835
Grant, NM|1733
Grant, OK|1137
Grant, OR|1103
Grant, SD|2547
Grant, WA|406
Grant, WI|584
Grant, WV|2122
Granville County, NC|3940
Granville, NC|530
Gratiot County, MI|4165
Gratiot, MI|1589
Graves County, KY|4790
Graves, KY|2017
Gray County, KS|5602
Gray County, TX|5086
Gray, KS|2921
Gray, TX|2062
Grays Harbor County, WA|3831
Grays Harbor, WA|465
Grayson County, KY|4471
Grayson County, TX|3599
Grayson County, VA|4659
Grayson, KY|1788
Grayson, TX|1331
Grayson, VA|988
Greeley County, KS|6171
Greeley County, NE|6114
Greeley, KS|3068
Greeley, NE|2809
Green County, KY|5272
Green County, WI|4265
Green Lake County, WI|4598
Green Lake, WI|933
Green, KY|2340
Green, WI|1644
Greenbrier County, WV|4292
Greenbrier, WV|1665
Greene County, AL|5572
Greene County, AR|4174
Greene County, GA|4649
Greene County, IA|5312
Greene County, IL|5468
Greene County, IN|4745
Greene County, MO|3339
Greene County, MS|5215
Greene County, NC|5106
Greene County, NY|4062
Greene County, OH|3481
Greene County, PA|5413
Greene County, TN|3858
Greene County, VA|4606
Greene, AL|2752
Greene, AR|671
Greene, GA|1919
Greene, IA|1083
Greene, IL|2522
Greene, IN|1986
Greene, MO|1227
Greene, MS|2671
Greene, NC|2234
Greene, NY|601
Greene, OH|254
Greene, PA|2468
Greene, TN|1447
Greene, VA|1883
Greenlee County, AZ|5962
Greenlee, AZ|1096
Greensville County, VA|5475
Greensville, VA|1041
Greenup County, KY|4262
Greenup, KY|725
Greenville County, SC|3251
Greenville, SC|104
Greenwood County, KS|5589
Greenwood County, SC|3850
Greenwood, KS|2426
Greenwood, SC|474
Greer County, OK|5369
Greer, OK|1123
Gregg County, TX|3596
Gregg, TX|1328
Gregory County, SD|6058
Grenada County, MS|4855
Grenada, MS|2063
Griggs County, ND|6121
Griggs, ND|3032
Grimes County, TX|4447
Grimes, TX|1770
Grundy County, IA|5249
Grundy County, IL|4046
Grundy County, MO|5294
Grundy County, TN|5229
Grundy, IA|1037
Grundy, IL|1527
Grundy, MO|2354
Grundy, TN|2305
Guadalupe County, NM|5692
Guadalupe County, TX|3568
Guadalupe, NM|2951
Guadalupe, TX|1320
Guaynabo, PR|2155
Guernsey County, OH|5003
Guernsey, OH|693
Guilford County, NC|3242
Guilford, NC|1193
Gulf County, FL|4654
Gulf, FL|1922
Gunnison County, CO|4663
Gunnison, CO|993
Gurabo, PR|2150
Guthrie County, IA|5524
Guthrie, IA|1060
Gwinnett County, GA|3174
Gwinnett, GA|1174
Haakon County, SD|6227
Habersham County, GA|4158
Habersham, GA|1584
Haines Borough, AK|6115
Hale County, AL|5187
Hale County, TX|4795
Hale, AL|2281
Hale, TX|2021
Halifax County, NC|3991
Halifax County, VA|4278
Halifax, NC|560
Halifax, VA|735
Hall County, GA|3445
Hall County, NE|3951
Hall County, TX|5634
Hall, GA|1269
Hall, NE|538
Hall, TX|2991
Hamblen County, TN|3914
Hamblen, TN|510
Hamilton County, FL|4920
Hamilton County, IA|5456
Hamilton County, IL|5784
Hamilton County, IN|3340
Hamilton County, KS|5647
Hamilton County, NE|5317
Hamilton County, NY|4769
Hamilton County, OH|3177
Hamilton County, TN|3297
Hamilton County, TX|5701
Hamilton, FL|2101
Hamilton, IA|2283
Hamilton, IL|2651
Hamilton, IN|1228
Hamilton, KS|3022
Hamilton, NE|1086
Hamilton, NY|1136
Hamilton, OH|49
Hamilton, TN|1209
Hamilton, TX|2391
Hamlin County, SD|6015
Hamlin, SD|2923
Hampden County, MA|3249
Hampden, MA|103
Hampshire County, MA|3494
Hampshire County, WV|4750
Hampshire, MA|265
Hampshire, WV|1990
Hampton City, VA|293
Hampton County, SC|5109
Hampton County, VA|5800
Hampton, SC|2238
Hancock County, GA|4963
Hancock County, IA|5781
Hancock County, IL|5442
Hancock County, IN|3847
Hancock County, KY|6205
Hancock County, ME|3995
Hancock County, MS|4146
Hancock County, OH|3817
Hancock County, TN|5362
Hancock County, WV|4818
Hancock, GA|1969
Hancock, IA|2645
Hancock, IL|2722
Hancock, IN|1441
Hancock, KY|2603
Hancock, ME|562
Hancock, MS|1577
Hancock, OH|457
Hancock, TN|3100
Hancock, WV|1988
Hand County, SD|5631
Hand, SD|2985
Hanover County, VA|3680
Hanover, VA|372
Hansford County, TX|5847
Hansford, TX|2930
Hanson County, SD|6090
Haralson County, GA|4824
Haralson, GA|1740
Hardee County, FL|5038
Hardee, FL|2041
Hardeman County, TN|5040
Hardeman County, TX|6062
Hardeman, TN|2192
Hardeman, TX|2965
Hardin County, IA|4888
Hardin County, IL|6057
Hardin County, KY|3656
Hardin County, OH|4810
Hardin County, TN|4461
Hardin County, TX|3992
Hardin, IA|2636
Hardin, IL|2443
Hardin, KY|356
Hardin, OH|780
Hardin, TN|1780
Hardin, TX|1504
Harding County, NM|6214
Harding County, SD|6170
Harding, NM|3082
Hardy County, WV|4929
Hardy, WV|2107
Harford County, MD|3370
Harford, MD|178
Harlan County, KY|4820
Harlan County, NE|6087
Harlan, KY|2031
Harlan, NE|2631
Harmon County, OK|5769
Harmon, OK|1149
Harnett County, NC|3619
Harnett, NC|338
Harney County, OR|5350
Harney, OR|1105
Harper County, KS|5718
Harper County, OK|5826
Harper, KS|2919
Harper, OK|1146
Harris County, GA|4364
Harris County, TX|3112
Harris, GA|1714
Harris, TX|1157
Harrison County, IA|5204
Harrison County, IN|4218
Harrison County, KY|5136
Harrison County, MO|5321
Harrison County, MS|3434
Harrison County, OH|5186
Harrison County, TX|3884
Harrison County, WV|3854
Harrison, IA|1000
Harrison, IN|1619
Harrison, KY|1877
Harrison, MO|2881
Harrison, MS|1264
Harrison, OH|982
Harrison, TX|1459
Harrison, WV|476
Harrisonburg City, VA|605
Harrisonburg County, VA|5805
Hart County, GA|4485
Hart County, KY|4881
Hart, GA|1797
Hart, KY|1887
Hartford County, CT|3166
Hartford, CT|41
Hartley County, TX|5599
Hartley, TX|2917
Harvey County, KS|4311
Harvey, KS|1678
Haskell County, KS|5623
Haskell County, OK|4938
Haskell County, TX|5376
Haskell, KS|2961
Haskell, OK|1036
Haskell, TX|2554
Hatillo, PR|2560
Hawaii County, HI|3436
Hawaii, HI|224
Hawkins County, TN|3964
Hawkins, TN|1492
Hayes County, NE|6211
Hayes, NE|2827
Hays County, TX|3497
Hays, TX|1285
